File,Variant Type,Variant Length,counts
BB-3,INS,-598,2
BB-3,DEL,-276,8
BB-3,DEL,1429,1
BB-3,DEL,50,169
BB-3,INS,-43,268
BB-3,DEL,-48,229
BB-3,DEL,94,56
BB-3,DEL,-1305,1
BB-3,INS,205,359
BB-3,INS,-202,269
BB-3,INS,-37,378
BB-3,INS,43,253
BB-3,INS,299,9
BB-3,INS,127,25
BB-3,DEL,52,158
BB-3,INS,-201,247
BB-3,DEL,31,540
BB-3,DEL,-44,297
BB-3,DEL,31,540
BB-3,DEL,215,206
BB-3,INS,388,7
BB-3,DEL,-283,6
BB-3,DEL,-57,152
BB-3,DEL,-201,267
BB-3,INS,-35,468
BB-3,INS,206,353
BB-3,INS,-33,435
BB-3,INS,621,4
BB-3,INS,44,229
BB-3,DEL,-198,225
BB-3,INS,-207,323
BB-3,INS,1728,1
BB-3,INS,35,534
BB-3,INS,211,274
BB-3,INS,-237,53
BB-3,INS,32,627
BB-3,DEL,-225,132
BB-3,INS,80,51
BB-3,DEL,-49,246
BB-3,DEL,211,302
BB-3,DEL,30,464
BB-3,INS,-81,63
BB-3,INS,-44,304
BB-3,INS,55,119
BB-3,INS,197,268
BB-3,DEL,-38,392
BB-3,INS,-200,287
BB-3,INS,58,112
BB-3,DEL,-339,4
BB-3,DEL,102,44
BB-3,INS,52,131
BB-3,INS,190,137
BB-3,DEL,198,297
BB-3,INS,-101,39
BB-3,INS,-226,125
BB-3,INS,-69,114
BB-3,DEL,-191,76
BB-3,DEL,-176,23
BB-3,INS,44,229
BB-3,DEL,50,169
BB-3,DEL,-224,146
BB-3,BND,1168,1
BB-3,BND,197,4
BB-3,DEL,51,145
BB-3,DEL,210,281
BB-3,INS,187,66
BB-3,INS,-31,439
BB-3,INS,32,627
BB-3,INS,-196,165
BB-3,DEL,-39,390
BB-3,DEL,32,640
BB-3,DEL,-196,188
BB-3,INS,-218,207
BB-3,INS,-39,338
BB-3,INS,-219,198
BB-3,INS,31,526
BB-3,DEL,207,296
BB-3,DEL,154,24
BB-3,INS,44,229
BB-3,INS,99,50
BB-3,INS,32,627
BB-3,DEL,-195,182
BB-3,INS,-206,307
BB-3,INS,-297,4
BB-3,DEL,31,540
BB-3,INS,46,205
BB-3,INS,32,627
BB-3,INS,945,1
BB-3,INS,205,359
BB-3,INS,-194,143
BB-3,DEL,83,52
BB-3,INS,114,32
BB-3,DEL,197,267
BB-3,DEL,-365,7
BB-3,DEL,200,319
BB-3,INS,-35,468
BB-3,INS,-51,220
BB-3,INS,195,204
BB-3,DEL,-33,419
BB-3,DEL,-215,274
BB-3,INS,-59,131
BB-3,INS,-39,338
BB-3,DEL,-37,383
BB-3,INS,208,299
BB-3,DEL,167,23
BB-3,DEL,-186,47
BB-3,INS,30,416
BB-3,DEL,228,64
BB-3,DEL,-201,267
BB-3,INS,-96,33
BB-3,DEL,-35,459
BB-3,DEL,199,301
BB-3,DEL,-207,375
BB-3,INS,34,553
BB-3,DEL,-118,32
BB-3,INS,225,89
BB-3,INS,-42,277
BB-3,DEL,72,77
BB-3,INS,-209,305
BB-3,DEL,-200,280
BB-3,DEL,-44,297
BB-3,DEL,-47,302
BB-3,INS,207,333
BB-3,INS,203,318
BB-3,INS,216,195
BB-3,INS,-202,269
BB-3,INS,-204,296
BB-3,DEL,-216,249
BB-3,DEL,-40,371
BB-3,DEL,-188,57
BB-3,INS,-224,147
BB-3,INS,33,592
BB-3,INS,-58,128
BB-3,INS,-193,102
BB-3,INS,169,28
BB-3,INS,243,23
BB-3,INS,41,319
BB-3,DEL,33,570
BB-3,DEL,198,297
BB-3,DEL,-800,1
BB-3,DEL,150,17
BB-3,DEL,-87,63
BB-3,DEL,122,24
BB-3,DEL,134,29
BB-3,DEL,-93,54
BB-3,INS,140,28
BB-3,DEL,-57,152
BB-3,DEL,-1144,1
BB-3,DEL,31,540
BB-3,INS,-40,312
BB-3,DEL,-209,292
BB-3,INS,-38,373
BB-3,INS,-57,132
BB-3,INS,40,348
BB-3,DEL,-72,97
BB-3,INS,-207,323
BB-3,DEL,37,450
BB-3,INS,195,204
BB-3,INS,-58,128
BB-3,INS,-215,250
BB-3,DEL,-199,266
BB-3,INS,-765,2
BB-3,DEL,35,565
BB-3,INS,-207,323
BB-3,INS,-2578,1
BB-3,INS,-204,296
BB-3,DEL,-36,435
BB-3,INS,-224,147
BB-3,INS,207,333
BB-3,DEL,44,258
BB-3,INS,-214,240
BB-3,INS,-319,8
BB-3,DEL,-42,329
BB-3,INS,-32,481
BB-3,INS,35,534
BB-3,INS,36,495
BB-3,INS,105,36
BB-3,INS,208,299
BB-3,INS,-224,147
BB-3,DEL,-208,350
BB-3,INS,-213,282
BB-3,DEL,33,570
BB-3,INS,30,416
BB-3,DEL,-218,207
BB-3,INS,-46,239
BB-3,DEL,40,360
BB-3,DEL,197,267
BB-3,DEL,-203,318
BB-3,INS,207,333
BB-3,INS,-213,282
BB-3,INS,-41,307
BB-3,DEL,194,222
BB-3,DEL,3357,1
BB-3,INS,35,534
BB-3,DEL,-208,350
BB-3,INS,-220,191
BB-3,DEL,-224,146
BB-3,DEL,44,258
BB-3,INS,-39,338
BB-3,INS,38,441
BB-3,DEL,-87,63
BB-3,INS,-34,443
BB-3,DEL,50,169
BB-3,DEL,-32,563
BB-3,INS,-218,207
BB-3,INS,-36,462
BB-3,DEL,-221,166
BB-3,INS,47,191
BB-3,DEL,211,302
BB-3,DEL,-211,298
BB-3,DEL,-42,329
BB-3,INS,-49,208
BB-3,DEL,-39,390
BB-3,INS,265,9
BB-3,DEL,31,540
BB-3,INS,-3950,1
BB-3,DEL,-361,3
BB-3,INS,552,2
BB-3,INS,-2108,1
BB-3,DEL,1679,1
BB-3,INS,-56,156
BB-3,DEL,-209,292
BB-3,DEL,44,258
BB-3,INS,40,348
BB-3,DEL,-30,487
BB-3,INS,41,319
BB-3,INS,55,119
BB-3,INS,-199,231
BB-3,INS,-204,296
BB-3,INS,-206,307
BB-3,INS,215,210
BB-3,DEL,-219,216
BB-3,DEL,38,438
BB-3,DEL,196,262
BB-3,DEL,31,540
BB-3,DEL,50,169
BB-3,INS,2956,1
BB-3,INS,-37,378
BB-3,DEL,-88,42
BB-3,DEL,-234,78
BB-3,INS,216,195
BB-3,DEL,401,6
BB-3,DEL,223,118
BB-3,DEL,220,130
BB-3,BND,34,3
BB-3,INS,-218,207
BB-3,DEL,-209,292
BB-3,DEL,232,44
BB-3,DEL,58,100
BB-3,INS,202,344
BB-3,INS,207,333
BB-3,DEL,-187,50
BB-3,DEL,30,464
BB-3,DEL,-1625,1
BB-3,DEL,-221,166
BB-3,INS,-51,220
BB-3,DEL,32,640
BB-3,DEL,-34,442
BB-3,DEL,205,373
BB-3,INS,-212,289
BB-3,DEL,33,570
BB-3,INS,-231,76
BB-3,DEL,195,232
BB-3,DEL,230,64
BB-3,DEL,227,61
BB-3,INS,-33,435
BB-3,INS,-212,289
BB-3,DEL,-65,117
BB-3,DEL,207,296
BB-3,DEL,37,450
BB-3,INS,-57,132
BB-3,INS,33,592
BB-3,INS,33,592
BB-3,INS,31,526
BB-3,INS,41,319
BB-3,DEL,202,353
BB-3,DEL,202,353
BB-3,INS,37,413
BB-3,INS,-60,130
BB-3,DEL,-211,298
BB-3,INS,207,333
BB-3,INS,612,1
BB-3,INS,-71,84
BB-3,INS,-201,247
BB-3,DEL,5321,1
BB-3,DEL,6172,1
BB-3,INS,43,253
BB-3,INS,32,627
BB-3,DEL,172,19
BB-3,INS,209,344
BB-3,DEL,217,196
BB-3,INS,-3247,1
BB-3,INS,220,156
BB-3,INS,-76,63
BB-3,DEL,209,324
BB-3,DEL,68,93
BB-3,INS,-50,256
BB-3,INS,-195,166
BB-3,DEL,51,145
BB-3,DEL,211,302
BB-3,DEL,-194,154
BB-3,DEL,218,194
BB-3,INS,202,344
BB-3,DEL,34,515
BB-3,INS,-192,103
BB-3,INS,227,79
BB-3,DEL,196,262
BB-3,INS,33,592
BB-3,DEL,-199,266
BB-3,INS,-207,323
BB-3,INS,224,94
BB-3,DEL,-203,318
BB-3,INS,-213,282
BB-3,DEL,203,362
BB-3,DEL,-31,476
BB-3,INS,-204,296
BB-3,INS,-36,462
BB-3,INS,-217,230
BB-3,INS,43,253
BB-3,INS,39,440
BB-3,DEL,-213,273
BB-3,INS,-205,305
BB-3,INS,-48,233
BB-3,INS,-229,112
BB-3,DEL,174,24
BB-3,INS,-208,345
BB-3,DEL,-1257,1
BB-3,INS,-186,27
BB-3,DEL,-222,183
BB-3,DEL,208,334
BB-3,DEL,-56,162
BB-3,DEL,-41,309
BB-3,INS,63,93
BB-3,INS,888,1
BB-3,DEL,-207,375
BB-3,DEL,230,64
BB-3,INS,219,136
BB-3,DEL,33,570
BB-3,INS,43,253
BB-3,DEL,-209,292
BB-3,DEL,-52,210
BB-3,INS,39,440
BB-3,INS,-6365,2
BB-3,INS,-179,18
BB-3,INS,-210,258
BB-3,DEL,-212,299
BB-3,INS,-237,53
BB-3,DEL,-67,123
BB-3,INS,-201,247
BB-3,INS,-212,289
BB-3,INS,-209,305
BB-3,DEL,-212,299
BB-3,DEL,189,115
BB-3,DEL,35,565
BB-3,DEL,-203,318
BB-3,INS,-227,124
BB-3,DEL,194,222
BB-3,INS,515,6
BB-3,INS,-259,11
BB-3,DEL,142,20
BB-3,DEL,-36,435
BB-3,INS,-38,373
BB-3,INS,-199,231
BB-3,INS,72,78
BB-3,DEL,-30,487
BB-3,INS,-190,67
BB-3,DEL,-199,266
BB-3,INS,197,268
BB-3,DEL,-203,318
BB-3,INS,-229,112
BB-3,INS,43,253
BB-3,DEL,36,521
BB-3,DEL,-6352,5
BB-3,INS,208,299
BB-3,INS,-243,20
BB-3,DEL,-262,17
BB-3,DEL,-230,91
BB-3,INS,37,413
BB-3,DEL,194,222
BB-3,INS,202,344
BB-3,INS,-53,183
BB-3,INS,48,182
BB-3,INS,35,534
BB-3,DEL,47,231
BB-3,DEL,200,319
BB-3,DEL,35,565
BB-3,DEL,636,2
BB-3,DEL,-51,244
BB-3,INS,-215,250
BB-3,INS,-198,203
BB-3,DEL,388,8
BB-3,INS,-232,69
BB-3,INS,-194,143
BB-3,INS,218,191
BB-3,INS,-43,268
BB-3,INS,-218,207
BB-3,DEL,-37,383
BB-3,INS,-39,338
BB-3,DEL,206,341
BB-3,DEL,66,65
BB-3,INS,413,3
BB-3,DEL,30,464
BB-3,DEL,201,349
BB-3,DEL,-167,22
BB-3,DEL,-296,6
BB-3,INS,-207,323
BB-3,INS,-35,468
BB-3,INS,42,272
BB-3,INS,-218,207
BB-3,INS,201,319
BB-3,INS,-47,237
BB-3,DEL,55,121
BB-3,DEL,206,341
BB-3,DEL,-208,350
BB-3,INS,-204,296
BB-3,INS,199,336
BB-3,INS,210,306
BB-3,INS,206,353
BB-3,INS,-225,115
BB-3,DEL,203,362
BB-3,INS,187,66
BB-3,INS,207,333
BB-3,INS,-211,301
BB-3,DEL,95,52
BB-3,INS,53,134
BB-3,DEL,808,3
BB-3,DEL,-216,249
BB-3,INS,-32,481
BB-3,DEL,-191,76
BB-3,DEL,241,22
BB-3,DEL,31,540
BB-3,DEL,-42,329
BB-3,DEL,88,42
BB-3,INS,34,553
BB-3,INS,209,344
BB-3,DEL,209,324
BB-3,INS,208,299
BB-3,INS,56,128
BB-3,DEL,-211,298
BB-3,DEL,106,31
BB-3,DEL,-104,48
BB-3,INS,62,82
BB-3,DEL,155,22
BB-3,INS,-46,239
BB-3,DEL,41,313
BB-3,INS,204,354
BB-3,DEL,-226,131
BB-3,INS,-41,307
BB-3,DEL,229,73
BB-3,DEL,-222,183
BB-3,DEL,215,206
BB-3,DEL,-96,60
BB-3,INS,-31,439
BB-3,INS,-208,345
BB-3,INS,50,170
BB-3,DEL,-113,37
BB-3,DEL,-126,29
BB-3,DEL,31,540
BB-3,DEL,-206,332
BB-3,DEL,-141,24
BB-3,DEL,-197,192
BB-3,INS,-209,305
BB-3,DEL,230,64
BB-3,DEL,90,39
BB-3,INV,-214,9
BB-3,INV,354,1
BB-3,INS,-41,307
BB-3,INS,-35,468
BB-3,INS,-45,230
BB-3,DEL,-238,49
BB-3,INS,-204,296
BB-3,DEL,214,239
BB-3,INS,31,526
BB-3,INS,-209,305
BB-3,DEL,-209,292
BB-3,INS,213,238
BB-3,DEL,-36,435
BB-3,DEL,-209,292
BB-3,INS,-30,513
BB-3,DEL,-199,266
BB-3,DEL,118,51
BB-3,DEL,32,640
BB-3,DEL,-204,321
BB-3,INS,205,359
BB-3,DEL,36,521
BB-3,DEL,-201,267
BB-3,INS,640,2
BB-3,INS,37,413
BB-3,DEL,201,349
BB-3,DEL,-41,309
BB-3,DEL,35,565
BB-3,DEL,30,464
BB-3,INS,155,26
BB-3,DEL,200,319
BB-3,DEL,38,438
BB-3,DEL,-122,35
BB-3,DEL,-30,487
BB-3,DEL,-74,85
BB-3,INS,-4057,1
BB-3,INS,51,156
BB-3,DEL,198,297
BB-3,DEL,82,53
BB-3,DEL,-196,188
BB-3,DEL,-185,36
BB-3,INS,225,89
BB-3,INS,65,67
BB-3,INS,-80,64
BB-3,INS,209,344
BB-3,DEL,62,88
BB-3,DEL,-239,50
BB-3,DEL,-1332,2
BB-3,INS,-210,258
BB-3,INS,-32,481
BB-3,DEL,-206,332
BB-3,DEL,-40,371
BB-3,INS,-204,296
BB-3,INS,-61,108
BB-3,DEL,73,81
BB-3,INS,-293,5
BB-3,DEL,227,61
BB-3,DEL,-30,487
BB-3,INS,-137,19
BB-3,INV,-207,11
BB-3,INS,-54,183
BB-3,DEL,-58,150
BB-3,DEL,187,97
BB-3,DEL,234,44
BB-3,INS,-39,338
BB-3,DEL,219,158
BB-3,INS,-41,307
BB-3,DEL,79,42
BB-3,DEL,-217,252
BB-3,INS,38,441
BB-3,DEL,44,258
BB-3,DEL,45,241
BB-3,DEL,-67,123
BB-3,DEL,-214,303
BB-3,INS,-30,513
BB-3,INS,64,97
BB-3,DEL,-38,392
BB-3,DEL,-216,249
BB-3,DEL,2193,1
BB-3,DEL,571,1
BB-3,INS,-397,2
BB-3,INS,-218,207
BB-3,DEL,-65,117
BB-3,DEL,217,196
BB-3,INS,33,592
BB-3,DEL,50,169
BB-3,INS,-211,301
BB-3,DEL,-810,2
BB-3,DEL,-39,390
BB-3,INS,227,79
BB-3,INS,194,185
BB-3,DEL,-35,459
BB-3,INS,223,105
BB-3,INS,42,272
BB-3,DEL,217,196
BB-3,DEL,-207,375
BB-3,DEL,-214,303
BB-3,INS,205,359
BB-3,DEL,209,324
BB-3,INS,202,344
BB-3,INS,-214,240
BB-3,INS,-36,462
BB-3,INS,-213,282
BB-3,INS,206,353
BB-3,DEL,-76,81
BB-3,DEL,201,349
BB-3,DEL,205,373
BB-3,INS,-198,203
BB-3,INS,-56,156
BB-3,INS,36,495
BB-3,INS,-36,462
BB-3,INS,225,89
BB-3,DEL,-55,197
BB-3,DEL,122,24
BB-3,INS,213,238
BB-3,INS,234,51
BB-3,INS,31,526
BB-3,INS,-33,435
BB-3,DEL,228,64
BB-3,INS,-38,373
BB-3,DEL,32,640
BB-3,DEL,-41,309
BB-3,DEL,41,313
BB-3,INS,51,156
BB-3,DEL,-141,24
BB-3,INS,-634,1
BB-3,DEL,40,360
BB-3,INS,-61,108
BB-3,DEL,235,34
BB-3,INS,194,185
BB-3,INS,206,353
BB-3,INS,-31,439
BB-3,DEL,-43,312
BB-3,DEL,-33,419
BB-3,DEL,221,162
BB-3,INS,33,592
BB-3,INS,-250,23
BB-3,DEL,201,349
BB-3,INS,235,33
BB-3,INS,276,6
BB-3,INS,201,319
BB-3,BND,225,2
BB-3,INS,252,13
BB-3,INS,-31,439
BB-3,INS,-49,208
BB-3,INS,-66,81
BB-3,DEL,-231,87
BB-3,DEL,35,565
BB-3,INS,194,185
BB-3,INS,205,359
BB-3,DEL,-45,290
BB-3,DEL,-30,487
BB-3,INS,-67,101
BB-3,BND,-227,3
BB-3,INS,-37,378
BB-3,BND,-35,3
BB-3,INS,160,31
BB-3,INS,37,413
BB-3,INS,-216,247
BB-3,INS,34,553
BB-3,INS,-61,108
BB-3,DEL,-226,131
BB-3,INS,-38,373
BB-3,DEL,-200,280
BB-3,INS,37,413
BB-3,INS,56,128
BB-3,DEL,-65,117
BB-3,DEL,-71,102
BB-3,INS,237,24
BB-3,INS,49,166
BB-3,DEL,-84,58
BB-3,INS,119,38
BB-3,INS,38,441
BB-3,INS,-63,126
BB-3,DEL,-34,442
BB-3,INS,31,526
BB-3,INS,-64,112
BB-3,INS,-170,19
BB-3,DEL,66,65
BB-3,DEL,117,36
BB-3,INS,300,14
BB-3,DEL,132,26
BB-3,DEL,35,565
BB-3,INS,288,5
BB-3,DEL,57,118
BB-3,DEL,-86,43
BB-3,DEL,108,38
BB-3,DEL,417,2
BB-3,INS,-199,231
BB-3,INS,202,344
BB-3,DEL,211,302
BB-3,DEL,-130,22
BB-3,DEL,117,36
BB-3,DEL,30,464
BB-3,INS,-199,231
BB-3,DEL,-39,390
BB-3,DEL,-53,210
BB-3,DEL,-2300,1
BB-3,DEL,213,263
BB-3,INS,-34,443
BB-3,DEL,80,51
BB-3,DEL,-204,321
BB-3,INS,41,319
BB-3,INS,-229,112
BB-3,DEL,31,540
BB-3,INS,257,13
BB-3,INS,197,268
BB-3,INS,97,36
BB-3,INS,-426,2
BB-3,DEL,-37,383
BB-3,DEL,-2669,1
BB-3,INS,35,534
BB-3,BND,31,7
BB-3,DEL,216,208
BB-3,BND,-47,3
BB-3,DEL,52,158
BB-3,DEL,37,450
BB-3,DEL,47,231
BB-3,DEL,-6319,4
BB-3,DEL,-216,249
BB-3,DEL,229,73
BB-3,DEL,898,3
BB-3,DEL,201,349
BB-3,DEL,65,68
BB-3,INS,214,243
BB-3,INS,-56,156
BB-3,DEL,208,334
BB-3,DEL,46,187
BB-3,INS,194,185
BB-3,INS,212,250
BB-3,DEL,-190,87
BB-3,INS,196,251
BB-3,DEL,-37,383
BB-3,DEL,-33,419
BB-3,DEL,54,134
BB-3,INS,-33,435
BB-3,DEL,-51,244
BB-3,DEL,-45,290
BB-3,DEL,-66,83
BB-3,INS,-51,220
BB-3,DEL,-92,56
BB-3,DEL,201,349
BB-3,INS,223,105
BB-3,INS,66,54
BB-3,DEL,223,118
BB-3,INS,198,270
BB-3,DEL,-203,318
BB-3,DEL,-44,297
BB-3,DEL,-77,77
BB-3,INS,-206,307
BB-3,INS,-766,3
BB-3,INS,39,440
BB-3,DEL,201,349
BB-3,INS,161,20
BB-3,INS,190,137
BB-3,INS,36,495
BB-3,INS,31,526
BB-3,INS,148,23
BB-3,INS,211,274
BB-3,DEL,-45,290
BB-3,DEL,252,22
BB-3,DEL,-92,56
BB-3,INS,-63,126
BB-3,DEL,40,360
BB-3,DEL,-58,150
BB-3,INS,34,553
BB-3,DEL,213,263
BB-3,DEL,-61,134
BB-3,DEL,209,324
BB-3,DEL,-1911,2
BB-3,INS,-34,443
BB-3,INS,209,344
BB-3,INS,-1364,1
BB-3,INS,86,49
BB-3,INS,-45,230
BB-3,DEL,47,231
BB-3,DEL,-205,314
BB-3,DEL,57,118
BB-3,DEL,32,640
BB-3,INS,222,112
BB-3,DEL,-207,375
BB-3,INS,210,306
BB-3,DEL,212,279
BB-3,INS,138,20
BB-3,INS,199,336
BB-3,DEL,-214,303
BB-3,DEL,-77,77
BB-3,INS,206,353
BB-3,INS,-224,147
BB-3,INS,68,59
BB-3,DEL,-35,459
BB-3,INS,210,306
BB-3,INS,-166,18
BB-3,INS,-209,305
BB-3,DEL,231,40
BB-3,INS,234,51
BB-3,INS,-58,128
BB-3,INS,198,270
BB-3,DEL,-76,81
BB-3,DEL,-191,76
BB-3,DEL,-199,266
BB-3,INS,212,250
BB-3,INS,32,627
BB-3,DEL,197,267
BB-3,INS,-202,269
BB-3,INS,-225,115
BB-3,INS,-334,3
BB-3,INS,120,26
BB-3,INS,-30,513
BB-3,INS,224,94
BB-3,DEL,48,201
BB-3,INS,-59,131
BB-3,DEL,209,324
BB-3,INS,169,28
BB-3,INS,266,13
BB-3,DEL,211,302
BB-3,INS,-76,63
BB-3,INS,206,353
BB-3,DEL,-44,297
BB-3,DEL,194,222
BB-3,INS,208,299
BB-3,DEL,-49,246
BB-3,INS,202,344
BB-3,DEL,190,130
BB-3,DEL,-107,45
BB-3,DEL,164,23
BB-3,INS,35,534
BB-3,DEL,-82,62
BB-3,DEL,230,64
BB-3,INS,194,185
BB-3,DEL,31,540
BB-3,DEL,-220,219
BB-3,DEL,-65,117
BB-3,DEL,-43,312
BB-3,INS,-43,268
BB-3,INS,36,495
BB-3,DEL,-1012,2
BB-3,INS,38,441
BB-3,DEL,-60,134
BB-3,DEL,32,640
BB-3,DEL,210,281
BB-3,DEL,346,5
BB-3,DEL,35,565
BB-3,INS,-245,29
BB-3,INS,35,534
BB-3,DEL,-187,50
BB-3,DEL,-32,563
BB-3,INS,189,97
BB-3,DEL,-171,19
BB-3,DEL,-207,375
BB-3,DEL,43,312
BB-3,DEL,-33,419
BB-3,INS,202,344
BB-3,INS,204,354
BB-3,DEL,204,365
BB-3,INS,51,156
BB-3,INS,-59,131
BB-3,DEL,165,19
BB-3,INS,-206,307
BB-3,INS,-227,124
BB-3,INS,105,36
BB-3,DEL,141,28
BB-3,INS,-126,22
BB-3,INS,84,58
BB-3,INS,-43,268
BB-3,INS,38,441
BB-3,INS,-51,220
BB-3,DEL,227,61
BB-3,DEL,-34,442
BB-3,DEL,-203,318
BB-3,DEL,44,258
BB-3,INS,-204,296
BB-3,INS,199,336
BB-3,INS,-35,468
BB-3,DEL,-197,192
BB-3,DEL,-200,280
BB-3,INS,-169,12
BB-3,INS,2667,1
BB-3,DEL,35,565
BB-3,INS,-1214,3
BB-3,INS,-204,296
BB-3,DEL,-197,192
BB-3,DEL,203,362
BB-3,DEL,32,640
BB-3,DEL,-214,303
BB-3,DEL,-3216,1
BB-3,DEL,215,206
BB-3,DEL,-300,11
BB-3,DEL,-47,302
BB-3,INS,204,354
BB-3,DEL,191,144
BB-3,INS,-105,35
BB-3,DEL,-52,210
BB-3,DEL,-65,117
BB-3,DEL,-41,309
BB-3,DEL,37,450
BB-3,DEL,397,3
BB-3,INS,-3121,1
BB-3,INS,258,13
BB-3,DEL,-128,33
BB-3,INS,-48,233
BB-3,DEL,302,10
BB-3,INS,50,170
BB-3,DEL,221,162
BB-3,INS,-47,237
BB-3,INS,-39,338
BB-3,INS,-212,289
BB-3,DEL,-31,476
BB-3,DEL,-32,563
BB-3,DEL,-64,124
BB-3,INS,-190,67
BB-3,DEL,198,297
BB-3,DEL,127,35
BB-3,INS,-226,125
BB-3,INS,50,170
BB-3,DEL,-47,302
BB-3,DEL,-211,298
BB-3,DEL,56,107
BB-3,INS,-189,59
BB-3,INS,203,318
BB-3,INS,251,17
BB-3,DEL,224,94
BB-3,DEL,-83,68
BB-3,DEL,89,58
BB-3,INS,222,112
BB-3,INS,-46,239
BB-3,DEL,183,43
BB-3,INS,42,272
BB-3,INS,-219,198
BB-3,INS,-133,19
BB-3,DEL,-30,487
BB-3,DEL,-77,77
BB-3,INS,-226,125
BB-3,INS,76,62
BB-3,INS,-62,112
BB-3,DEL,585,3
BB-3,DEL,88,42
BB-3,DEL,416,3
BB-3,INS,-51,220
BB-3,DEL,35,565
BB-3,INS,37,413
BB-3,INS,32,627
BB-3,DEL,-100,41
BB-3,DEL,-53,210
BB-3,INS,-4862,1
BB-3,DEL,-203,318
BB-3,INS,40,348
BB-3,DEL,4251,1
BB-3,INS,213,238
BB-3,INS,175,23
BB-3,INS,31,526
BB-3,INS,32,627
BB-3,DEL,-227,119
BB-3,INS,200,279
BB-3,DEL,-214,303
BB-3,INS,-36,462
BB-3,DEL,-39,390
BB-3,INS,105,36
BB-3,INS,33,592
BB-3,DEL,113,23
BB-3,DEL,34,515
BB-3,INS,232,42
BB-3,DEL,-50,237
BB-3,INS,206,353
BB-3,INS,198,270
BB-3,INS,247,20
BB-3,DEL,-54,176
BB-3,DEL,50,169
BB-3,DEL,192,144
BB-3,INS,70,80
BB-3,INS,-202,269
BB-3,DEL,99,45
BB-3,INS,-618,4
BB-3,INS,56,128
BB-3,INS,197,268
BB-3,INS,-180,20
BB-3,INS,-203,283
BB-3,INS,159,19
BB-3,DEL,200,319
BB-3,DEL,71,78
BB-3,DEL,107,35
BB-3,DEL,214,239
BB-3,INS,-46,239
BB-3,INS,-172,19
BB-3,INS,60,86
BB-3,DEL,199,301
BB-3,DEL,-216,249
BB-3,DEL,223,118
BB-3,DEL,-219,216
BB-3,DEL,-138,22
BB-3,DEL,177,28
BB-3,INS,38,441
BB-3,INS,40,348
BB-3,DEL,72,77
BB-3,INS,231,56
BB-3,DEL,-90,59
BB-3,DEL,201,349
BB-3,DEL,-110,31
BB-3,DEL,86,42
BB-3,INS,-51,220
BB-3,INS,212,250
BB-3,DEL,-199,266
BB-3,DEL,31,540
BB-3,INS,39,440
BB-3,INS,-214,240
BB-3,DEL,-35,459
BB-3,INS,38,441
BB-3,INS,31,526
BB-3,DEL,-1231,1
BB-3,DEL,32,640
BB-3,INS,-77,69
BB-3,DEL,216,208
BB-3,DEL,-101,42
BB-3,INS,99,50
BB-3,INS,60,86
BB-3,INS,-227,124
BB-3,INS,-40,312
BB-3,INS,-1539,1
BB-3,INS,-45,230
BB-3,INS,55,119
BB-3,DEL,-66,83
BB-3,INS,213,238
BB-3,INS,208,299
BB-3,DEL,-127,23
BB-3,INS,49,166
BB-3,INS,475,2
BB-3,DEL,-6336,3
BB-3,INS,211,274
BB-3,INS,44,229
BB-3,DEL,33,570
BB-3,DEL,33,570
BB-3,DEL,-1136,3
BB-3,DEL,-31,476
BB-3,INS,239,29
BB-3,DEL,-53,210
BB-3,INS,34,553
BB-3,DEL,-59,135
BB-3,INS,-201,247
BB-3,DEL,32,640
BB-3,INS,-49,208
BB-3,INS,-58,128
BB-3,INS,-49,208
BB-3,INS,195,204
BB-3,DEL,32,640
BB-3,DEL,41,313
BB-3,DEL,-36,435
BB-3,INS,-83,62
BB-3,INS,-218,207
BB-3,INS,-37,378
BB-3,DEL,-197,192
BB-3,INS,-380,3
BB-3,INS,160,31
BB-3,INS,-199,231
BB-3,DEL,-51,244
BB-3,DEL,-47,302
BB-3,INS,-206,307
BB-3,INS,34,553
BB-3,INS,395,4
BB-3,INS,31,526
BB-3,INS,-94,33
BB-3,DEL,-92,56
BB-3,INS,-1412,1
BB-3,INS,-674,1
BB-3,INS,-201,247
BB-3,INS,-198,203
BB-3,DEL,-217,252
BB-3,INS,-254,18
BB-3,DEL,214,239
BB-3,DEL,-621,3
BB-3,INS,36,495
BB-3,DEL,32,640
BB-3,DEL,-62,111
BB-3,DEL,-184,46
BB-3,DEL,-63,112
BB-3,DEL,-208,350
BB-3,DEL,-48,229
BB-3,INS,189,97
BB-3,INS,-39,338
BB-3,INS,34,553
BB-3,INS,-206,307
BB-3,INS,-207,323
BB-3,DEL,36,521
BB-3,DEL,206,341
BB-3,DEL,205,373
BB-3,DEL,43,312
BB-3,DEL,240,26
BB-3,INS,33,592
BB-3,INV,-209,4
BB-3,INV,-31,10
BB-3,INS,411,4
BB-3,INS,-129,37
BB-3,INS,-198,203
BB-3,INV,-214,9
BB-3,INV,-204,6
BB-3,DEL,-203,318
BB-3,INS,43,253
BB-3,DEL,-66,83
BB-3,DEL,379,4
BB-3,INS,-207,323
BB-3,DEL,31,540
BB-3,INS,41,319
BB-3,INS,-110,45
BB-3,DEL,-178,19
BB-3,INS,-30,513
BB-3,DEL,-31,476
BB-3,DEL,259,15
BB-3,INS,44,229
BB-3,DEL,36,521
BB-3,INS,34,553
BB-3,DEL,-229,109
BB-3,INS,-105,35
